order_id,customer_id,product_id,quantity,sales_amount,profit,discount,order_date,return_flag
CA-2015-115742,DP-13000,OFF-LA-10002762,6,75.18,35.3346,0.0,2015-04-18,0.0
CA-2015-115742,DP-13000,FUR-FU-10001706,2,6.16,2.9568,0.0,2015-04-18,0.0
CA-2015-115742,DP-13000,FUR-CH-10003061,1,89.99,17.0981,0.0,2015-04-18,0.0
CA-2016-105816,JM-15265,OFF-FA-10000304,7,15.26,6.2566,0.0,2016-12-11,0.0
CA-2016-105816,JM-15265,TEC-PH-10002447,5,1029.95,298.6855,0.0,2016-12-11,0.0
CA-2016-111682,TB-21055,OFF-ST-10000604,6,208.56,52.14,0.0,2016-06-17,0.0
CA-2016-111682,TB-21055,OFF-ST-10000604,6,208.56,52.14,0.0,2016-06-17,0.0
CA-2016-111682,TB-21055,OFF-PA-10001569,5,32.4,15.552,0.0,2016-06-17,0.0
CA-2016-111682,TB-21055,OFF-PA-10001569,5,32.4,15.552,0.0,2016-06-17,0.0
CA-2016-111682,TB-21055,FUR-CH-10003968,5,319.41,7.098,0.1,2016-06-17,0.0
CA-2016-111682,TB-21055,FUR-CH-10003968,5,319.41,7.098,0.1,2016-06-17,0.0
CA-2016-111682,TB-21055,OFF-PA-10000587,2,14.56,6.9888,0.0,2016-06-17,0.0
CA-2016-111682,TB-21055,OFF-PA-10000587,2,14.56,6.9888,0.0,2016-06-17,0.0
CA-2016-111682,TB-21055,TEC-AC-10002167,2,30.0,3.3,0.0,2016-06-17,0.0
CA-2016-111682,TB-21055,TEC-AC-10002167,2,30.0,3.3,0.0,2016-06-17,0.0
CA-2016-111682,TB-21055,OFF-BI-10001460,4,48.48,16.362,0.2,2016-06-17,0.0
CA-2016-111682,TB-21055,OFF-BI-10001460,4,48.48,16.362,0.2,2016-06-17,0.0
CA-2016-111682,TB-21055,OFF-AR-10001868,1,1.68,0.84,0.0,2016-06-17,0.0
CA-2016-111682,TB-21055,OFF-AR-10001868,1,1.68,0.84,0.0,2016-06-17,0.0
CA-2015-135545,KM-16720,TEC-AC-10004633,2,13.98,6.1512,0.0,2015-11-24,0.0
CA-2015-135545,KM-16720,OFF-BI-10001078,6,25.824,9.3612,0.2,2015-11-24,0.0
CA-2015-135545,KM-16720,OFF-PA-10003892,3,146.73,68.9631,0.0,2015-11-24,0.0
CA-2015-135545,KM-16720,FUR-FU-10000397,4,79.76,22.3328,0.0,2015-11-24,0.0
US-2015-164175,PS-18970,FUR-CH-10001146,5,213.115,-15.2225,0.3,2015-04-30,0.0
CA-2014-106376,BS-11590,OFF-AR-10002671,8,1113.024,111.3024,0.2,2014-12-05,0.0
CA-2014-106376,BS-11590,TEC-PH-10002726,4,167.968,62.988,0.2,2014-12-05,0.0
CA-2016-119823,KD-16270,OFF-PA-10000482,2,75.88,35.6636,0.0,2016-06-04,0.0
CA-2016-119823,KD-16270,OFF-PA-10000482,2,75.88,35.6636,0.0,2016-06-04,0.0
CA-2016-119823,KD-16270,OFF-PA-10000482,2,75.88,35.6636,0.0,2016-06-04,0.0
CA-2016-119823,KD-16270,OFF-PA-10000482,2,75.88,35.6636,0.0,2016-06-04,0.0
CA-2016-106075,HM-14980,OFF-BI-10004654,1,4.616,1.731,0.2,2016-09-18,0.0
CA-2017-114440,TB-21520,OFF-PA-10004675,3,19.05,8.763,0.0,2017-09-14,0.0
US-2015-134026,JE-15745,FUR-CH-10000513,8,831.936,-114.3912,0.2,2015-04-26,1.0
US-2015-134026,JE-15745,FUR-FU-10003708,2,97.04,1.213,0.2,2015-04-26,0.0
US-2015-134026,JE-15745,OFF-ST-10004123,1,72.784,-18.196,0.2,2015-04-26,0.0
US-2017-118038,KB-16600,OFF-BI-10004182,3,1.248,-1.9344,0.8,2017-12-09,0.0
US-2017-118038,KB-16600,FUR-FU-10000260,3,9.708,-5.8248,0.6,2017-12-09,0.0
US-2017-118038,KB-16600,OFF-ST-10000615,3,27.24,2.724,0.2,2017-12-09,0.0
US-2014-147606,JE-15745,FUR-FU-10003194,5,19.3,-14.475,0.6,2014-11-26,0.0
CA-2016-127208,SC-20770,OFF-AP-10002118,1,208.16,56.2032,0.0,2016-06-12,0.0
CA-2016-127208,SC-20770,OFF-AP-10002118,1,208.16,56.2032,0.0,2016-06-12,0.0
CA-2016-127208,SC-20770,OFF-BI-10002309,3,16.74,8.0352,0.0,2016-06-12,0.0
CA-2016-127208,SC-20770,OFF-BI-10002309,3,16.74,8.0352,0.0,2016-06-12,0.0
CA-2014-139451,DN-13690,OFF-AR-10002053,5,14.9,4.172,0.0,2014-10-12,0.0
CA-2014-139451,DN-13690,OFF-ST-10002370,1,21.39,6.2031,0.0,2014-10-12,0.0
CA-2015-149734,JC-16105,OFF-EN-10000927,7,200.984,62.8075,0.2,2015-09-03,0.0
US-2017-119662,CS-12400,OFF-ST-10003656,3,230.376,-48.9549,0.2,2017-11-13,0.0
CA-2017-140088,PO-18865,FUR-CH-10000863,2,301.96,33.2156,0.0,2017-05-28,0.0
CA-2017-155558,PG-18895,TEC-AC-10001998,1,19.99,6.7966,0.0,2017-10-26,0.0
CA-2017-155558,PG-18895,TEC-AC-10001998,1,19.99,6.7966,0.0,2017-10-26,0.0
CA-2017-155558,PG-18895,OFF-LA-10000134,2,6.16,2.9568,0.0,2017-10-26,0.0
CA-2017-155558,PG-18895,OFF-LA-10000134,2,6.16,2.9568,0.0,2017-10-26,0.0
CA-2016-159695,GM-14455,OFF-ST-10003442,7,158.368,13.8572,0.2,2016-04-05,0.0
CA-2016-109806,JS-15685,OFF-AR-10004930,3,20.1,6.633,0.0,2016-09-17,0.0
CA-2016-109806,JS-15685,TEC-PH-10004093,2,73.584,8.2782,0.2,2016-09-17,0.0
CA-2016-109806,JS-15685,OFF-PA-10000304,1,6.48,3.1104,0.0,2016-09-17,0.0
CA-2015-149587,KB-16315,OFF-PA-10003177,2,12.96,6.2208,0.0,2015-01-31,0.0
CA-2015-149587,KB-16315,FUR-FU-10003799,3,53.34,16.5354,0.0,2015-01-31,0.0
CA-2015-149587,KB-16315,OFF-BI-10002852,2,32.96,16.1504,0.0,2015-01-31,0.0
US-2017-109484,RB-19705,OFF-BI-10004738,1,5.682,-3.788,0.7,2017-11-06,0.0
CA-2017-161018,PN-18775,FUR-FU-10000629,7,96.53,40.5426,0.0,2017-11-09,0.0
CA-2017-157833,KD-16345,OFF-BI-10001721,3,51.312,17.9592,0.2,2017-06-17,0.0
CA-2016-149223,ER-13855,OFF-AP-10000358,6,77.88,22.5852,0.0,2016-09-06,1.0
CA-2016-158568,RB-19465,OFF-PA-10003256,7,64.624,22.6184,0.2,2016-08-29,0.0
CA-2016-158568,RB-19465,TEC-AC-10001767,3,95.976,-10.7973,0.2,2016-08-29,1.0
CA-2016-158568,RB-19465,OFF-BI-10002609,3,1.788,-3.0396,0.8,2016-08-29,0.0
CA-2016-129903,GZ-14470,OFF-PA-10004040,4,23.92,11.7208,0.0,2016-12-01,0.0
CA-2016-129903,GZ-14470,OFF-PA-10004040,4,23.92,11.7208,0.0,2016-12-01,0.0
US-2015-156867,LC-16870,TEC-AC-10001552,6,238.896,-26.8758,0.2,2015-11-13,0.0
US-2015-156867,LC-16870,TEC-AC-10001552,6,238.896,-26.8758,0.2,2015-11-13,0.0
US-2015-156867,LC-16870,FUR-FU-10004006,3,102.36,-3.8385,0.2,2015-11-13,0.0
US-2015-156867,LC-16870,FUR-FU-10004006,3,102.36,-3.8385,0.2,2015-11-13,0.0
US-2015-156867,LC-16870,OFF-BI-10002794,3,36.882,-25.8174,0.7,2015-11-13,0.0
US-2015-156867,LC-16870,OFF-BI-10002794,3,36.882,-25.8174,0.7,2015-11-13,0.0
CA-2017-119004,JM-15250,TEC-AC-10003499,8,74.112,17.6016,0.2,2017-11-23,0.0
CA-2017-119004,JM-15250,TEC-PH-10002844,1,27.992,2.0994,0.2,2017-11-23,0.0
CA-2017-119004,JM-15250,OFF-AR-10000390,1,3.304,1.0738,0.2,2017-11-23,0.0
CA-2015-129476,PA-19060,TEC-AC-10000844,5,339.96,67.992,0.2,2015-10-15,0.0
CA-2017-146780,CV-12805,FUR-FU-10001934,2,41.96,10.9096,0.0,2017-12-25,0.0
CA-2016-128867,CL-12565,OFF-AR-10000380,2,75.96,22.788,0.0,2016-11-03,0.0
CA-2016-128867,CL-12565,OFF-BI-10003981,6,27.24,13.3476,0.0,2016-11-03,0.0
CA-2014-115259,RC-19960,OFF-FA-10000621,14,40.096,14.5348,0.2,2014-08-25,0.0
CA-2014-115259,RC-19960,OFF-FA-10000621,14,40.096,14.5348,0.2,2014-08-25,0.0
CA-2014-115259,RC-19960,OFF-FA-10000621,14,40.096,14.5348,0.2,2014-08-25,0.0
CA-2014-115259,RC-19960,OFF-EN-10002600,2,4.72,1.652,0.2,2014-08-25,0.0
CA-2014-115259,RC-19960,OFF-EN-10002600,2,4.72,1.652,0.2,2014-08-25,0.0
CA-2014-115259,RC-19960,OFF-EN-10002600,2,4.72,1.652,0.2,2014-08-25,0.0
CA-2014-115259,RC-19960,OFF-PA-10004965,3,23.976,7.4925,0.2,2014-08-25,0.0
CA-2014-115259,RC-19960,OFF-PA-10004965,3,23.976,7.4925,0.2,2014-08-25,0.0
CA-2014-115259,RC-19960,OFF-PA-10004965,3,23.976,7.4925,0.2,2014-08-25,0.0
CA-2014-115259,RC-19960,OFF-EN-10002504,6,130.464,44.0316,0.2,2014-08-25,0.0
CA-2014-115259,RC-19960,OFF-EN-10002504,6,130.464,44.0316,0.2,2014-08-25,0.0
CA-2014-115259,RC-19960,OFF-EN-10002504,6,130.464,44.0316,0.2,2014-08-25,0.0
CA-2015-110457,DK-13090,FUR-TA-10001768,3,787.53,165.3813,0.0,2015-03-02,0.0
US-2015-136476,GG-14650,OFF-BI-10003650,1,157.794,-115.7156,0.7,2015-04-05,0.0
US-2015-136476,GG-14650,OFF-BI-10003650,1,157.794,-115.7156,0.7,2015-04-05,0.0
CA-2016-103730,SC-20725,FUR-FU-10002157,3,47.04,18.3456,0.0,2016-06-12,0.0
CA-2016-103730,SC-20725,FUR-FU-10002157,3,47.04,18.3456,0.0,2016-06-12,0.0
CA-2016-103730,SC-20725,OFF-BI-10003910,4,30.84,13.878,0.0,2016-06-12,0.0
CA-2016-103730,SC-20725,OFF-BI-10003910,4,30.84,13.878,0.0,2016-06-12,0.0
CA-2016-103730,SC-20725,OFF-ST-10000777,6,226.56,63.4368,0.0,2016-06-12,0.0
CA-2016-103730,SC-20725,OFF-ST-10000777,6,226.56,63.4368,0.0,2016-06-12,0.0
CA-2016-103730,SC-20725,OFF-EN-10002500,9,115.02,51.759,0.0,2016-06-12,0.0
CA-2016-103730,SC-20725,OFF-EN-10002500,9,115.02,51.759,0.0,2016-06-12,0.0
CA-2016-103730,SC-20725,TEC-PH-10003875,7,68.04,19.7316,0.0,2016-06-12,0.0
CA-2016-103730,SC-20725,TEC-PH-10003875,7,68.04,19.7316,0.0,2016-06-12,0.0
US-2014-152030,AD-10180,FUR-CH-10004063,3,600.558,-8.5794,0.3,2014-12-26,0.0
US-2014-134614,PF-19165,FUR-TA-10004534,6,617.7,-407.682,0.5,2014-09-20,0.0
US-2014-134614,PF-19165,FUR-TA-10004534,6,617.7,-407.682,0.5,2014-09-20,0.0
US-2017-107272,TS-21610,OFF-BI-10003274,2,2.388,-1.8308,0.7,2017-11-05,0.0
US-2017-107272,TS-21610,OFF-ST-10002974,7,243.992,30.499,0.2,2017-11-05,0.0
US-2016-125969,LS-16975,FUR-CH-10001146,2,81.424,-9.1602,0.2,2016-11-06,1.0
US-2016-125969,LS-16975,FUR-FU-10003773,3,238.56,26.2416,0.0,2016-11-06,0.0
US-2017-164147,DW-13585,TEC-PH-10002293,5,59.97,-11.994,0.4,2017-02-02,0.0
US-2017-164147,DW-13585,TEC-PH-10002293,5,59.97,-11.994,0.4,2017-02-02,0.0
US-2017-164147,DW-13585,TEC-PH-10002293,5,59.97,-11.994,0.4,2017-02-02,0.0
US-2017-164147,DW-13585,OFF-PA-10002377,2,78.304,29.364,0.2,2017-02-02,0.0
US-2017-164147,DW-13585,OFF-PA-10002377,2,78.304,29.364,0.2,2017-02-02,0.0
US-2017-164147,DW-13585,OFF-PA-10002377,2,78.304,29.364,0.2,2017-02-02,0.0
US-2017-164147,DW-13585,OFF-FA-10002780,9,21.456,6.9732,0.2,2017-02-02,0.0
US-2017-164147,DW-13585,OFF-FA-10002780,9,21.456,6.9732,0.2,2017-02-02,0.0
US-2017-164147,DW-13585,OFF-FA-10002780,9,21.456,6.9732,0.2,2017-02-02,0.0
CA-2016-145583,LC-16885,OFF-PA-10001804,3,20.04,9.6192,0.0,2016-10-13,0.0
CA-2016-145583,LC-16885,OFF-PA-10001804,3,20.04,9.6192,0.0,2016-10-13,0.0
CA-2016-145583,LC-16885,OFF-PA-10001804,3,20.04,9.6192,0.0,2016-10-13,0.0
CA-2016-145583,LC-16885,OFF-PA-10001736,1,35.44,16.6568,0.0,2016-10-13,0.0
CA-2016-145583,LC-16885,OFF-PA-10001736,1,35.44,16.6568,0.0,2016-10-13,0.0
CA-2016-145583,LC-16885,OFF-PA-10001736,1,35.44,16.6568,0.0,2016-10-13,0.0
CA-2016-145583,LC-16885,OFF-AR-10001149,4,11.52,3.456,0.0,2016-10-13,0.0
CA-2016-145583,LC-16885,OFF-AR-10001149,4,11.52,3.456,0.0,2016-10-13,0.0
CA-2016-145583,LC-16885,OFF-AR-10001149,4,11.52,3.456,0.0,2016-10-13,0.0
CA-2016-145583,LC-16885,OFF-FA-10002988,2,4.02,1.9698,0.0,2016-10-13,0.0
CA-2016-145583,LC-16885,OFF-FA-10002988,2,4.02,1.9698,0.0,2016-10-13,0.0
CA-2016-145583,LC-16885,OFF-FA-10002988,2,4.02,1.9698,0.0,2016-10-13,0.0
CA-2016-145583,LC-16885,OFF-BI-10004781,3,76.176,26.6616,0.2,2016-10-13,0.0
CA-2016-145583,LC-16885,OFF-BI-10004781,3,76.176,26.6616,0.2,2016-10-13,0.0
CA-2016-145583,LC-16885,OFF-BI-10004781,3,76.176,26.6616,0.2,2016-10-13,0.0
CA-2016-145583,LC-16885,OFF-SU-10001218,6,65.88,18.4464,0.0,2016-10-13,0.0
CA-2016-145583,LC-16885,OFF-SU-10001218,6,65.88,18.4464,0.0,2016-10-13,0.0
CA-2016-145583,LC-16885,OFF-SU-10001218,6,65.88,18.4464,0.0,2016-10-13,0.0
CA-2016-145583,LC-16885,FUR-FU-10001706,14,43.12,20.6976,0.0,2016-10-13,0.0
CA-2016-145583,LC-16885,FUR-FU-10001706,14,43.12,20.6976,0.0,2016-10-13,0.0
CA-2016-145583,LC-16885,FUR-FU-10001706,14,43.12,20.6976,0.0,2016-10-13,0.0
CA-2016-110366,JD-15895,FUR-FU-10004848,2,82.8,10.35,0.2,2016-09-05,0.0
CA-2017-106180,SH-19975,OFF-AR-10000940,3,8.82,2.3814,0.0,2017-09-18,0.0
CA-2017-106180,SH-19975,OFF-EN-10004030,3,10.86,5.1042,0.0,2017-09-18,0.0
CA-2017-106180,SH-19975,OFF-PA-10004327,3,143.7,68.976,0.0,2017-09-18,0.0
CA-2017-155376,SG-20080,OFF-AP-10001058,3,839.43,218.2518,0.0,2017-12-22,0.0
CA-2015-110744,HA-14920,OFF-ST-10003656,7,671.93,20.1579,0.0,2015-09-07,1.0
CA-2015-110744,HA-14920,OFF-ST-10003656,7,671.93,20.1579,0.0,2015-09-07,1.0
CA-2014-110072,MG-17680,FUR-FU-10000521,4,93.888,12.9096,0.2,2014-10-22,0.0
CA-2014-110072,MG-17680,FUR-FU-10000521,4,93.888,12.9096,0.2,2014-10-22,0.0
CA-2016-114489,JE-16165,TEC-PH-10000215,11,384.45,103.8015,0.0,2016-12-05,0.0
CA-2016-114489,JE-16165,TEC-PH-10000215,11,384.45,103.8015,0.0,2016-12-05,0.0
CA-2016-114489,JE-16165,TEC-PH-10000215,11,384.45,103.8015,0.0,2016-12-05,0.0
CA-2016-114489,JE-16165,TEC-PH-10001448,3,149.97,5.9988,0.0,2016-12-05,0.0
CA-2016-114489,JE-16165,TEC-PH-10001448,3,149.97,5.9988,0.0,2016-12-05,0.0
CA-2016-114489,JE-16165,TEC-PH-10001448,3,149.97,5.9988,0.0,2016-12-05,0.0
CA-2016-114489,JE-16165,FUR-CH-10000454,8,1951.84,585.552,0.0,2016-12-05,0.0
CA-2016-114489,JE-16165,FUR-CH-10000454,8,1951.84,585.552,0.0,2016-12-05,0.0
CA-2016-114489,JE-16165,FUR-CH-10000454,8,1951.84,585.552,0.0,2016-12-05,0.0
CA-2016-114489,JE-16165,OFF-BI-10002735,5,171.55,80.6285,0.0,2016-12-05,0.0
CA-2016-114489,JE-16165,OFF-BI-10002735,5,171.55,80.6285,0.0,2016-12-05,0.0
CA-2016-114489,JE-16165,OFF-BI-10002735,5,171.55,80.6285,0.0,2016-12-05,0.0
CA-2016-158834,TW-21025,OFF-AP-10000326,5,157.92,17.766,0.2,2016-03-13,0.0
CA-2016-158834,TW-21025,TEC-PH-10001254,2,203.184,15.2388,0.2,2016-03-13,0.0
CA-2015-124919,SP-20650,OFF-PA-10001950,7,58.38,26.271,0.0,2015-05-31,0.0
CA-2015-124919,SP-20650,OFF-PA-10002254,4,105.52,48.5392,0.0,2015-05-31,0.0
CA-2015-124919,SP-20650,OFF-ST-10001590,6,80.88,21.0288,0.0,2015-05-31,0.0
CA-2015-118948,NK-18490,OFF-AR-10001547,3,6.63,1.7901,0.0,2015-05-28,0.0
CA-2014-104269,DB-13060,FUR-CH-10004063,2,457.568,51.4764,0.2,2014-03-01,0.0
CA-2016-114104,NP-18670,OFF-LA-10002475,2,14.62,6.8714,0.0,2016-11-20,0.0
CA-2016-114104,NP-18670,TEC-PH-10004536,7,944.93,236.2325,0.0,2016-11-20,0.0
CA-2016-162733,TT-21070,OFF-PA-10002751,1,5.98,2.691,0.0,2016-05-11,0.0
CA-2015-119697,EM-13960,TEC-AC-10003657,2,54.384,1.3596,0.2,2015-12-28,0.0
CA-2016-154508,RD-19900,OFF-EN-10001990,5,28.4,13.348,0.0,2016-11-16,0.0
CA-2016-113817,MJ-17740,OFF-BI-10004002,2,27.68,9.688,0.2,2016-11-07,0.0
CA-2014-139892,BM-11140,OFF-AR-10004441,3,9.936,2.7324,0.2,2014-09-08,0.0
CA-2014-139892,BM-11140,TEC-MA-10000822,8,8159.952,-1359.992,0.4,2014-09-08,0.0
CA-2014-139892,BM-11140,OFF-ST-10000991,3,275.928,-58.6347,0.2,2014-09-08,0.0
CA-2014-139892,BM-11140,FUR-CH-10004287,9,1740.06,-24.858,0.3,2014-09-08,0.0
CA-2014-139892,BM-11140,OFF-AR-10002656,6,32.064,6.8136,0.2,2014-09-08,0.0
CA-2014-139892,BM-11140,OFF-AP-10002518,5,177.98,-453.849,0.8,2014-09-08,0.0
CA-2014-139892,BM-11140,TEC-PH-10003931,3,143.976,8.9985,0.2,2014-09-08,0.0
CA-2014-118962,CS-12130,OFF-PA-10000659,3,20.94,9.8418,0.0,2014-08-05,1.0
CA-2014-118962,CS-12130,OFF-PA-10001144,2,110.96,53.2608,0.0,2014-08-05,0.0
CA-2014-118962,CS-12130,FUR-CH-10003817,7,340.144,21.259,0.2,2014-08-05,0.0
US-2014-100853,JB-15400,OFF-AP-10000891,2,52.448,-131.12,0.8,2014-09-14,0.0
US-2014-100853,JB-15400,OFF-LA-10003148,4,20.16,6.552,0.2,2014-09-14,0.0
US-2017-152366,SJ-20500,OFF-AP-10002684,4,97.264,-243.16,0.8,2017-04-21,0.0
US-2015-101511,JE-15745,FUR-CH-10004698,7,396.802,-11.3372,0.3,2015-11-21,0.0
US-2015-101511,JE-15745,OFF-SU-10002189,5,15.88,-3.7715,0.2,2015-11-21,0.0
CA-2015-137225,JK-15640,OFF-AR-10001940,1,3.28,1.4104,0.0,2015-12-15,0.0
CA-2014-166191,DK-13150,OFF-ST-10003455,2,24.816,1.8612,0.2,2014-12-05,0.0
CA-2014-166191,DK-13150,OFF-ST-10003455,2,24.816,1.8612,0.2,2014-12-05,0.0
CA-2014-166191,DK-13150,TEC-AC-10004659,7,408.744,76.6395,0.2,2014-12-05,0.0
CA-2014-166191,DK-13150,TEC-AC-10004659,7,408.744,76.6395,0.2,2014-12-05,0.0
CA-2014-158274,RM-19675,TEC-PH-10003273,4,503.96,131.0296,0.0,2014-11-19,0.0
CA-2014-158274,RM-19675,TEC-PH-10003273,4,503.96,131.0296,0.0,2014-11-19,0.0
CA-2014-158274,RM-19675,TEC-PH-10004896,5,149.95,41.986,0.0,2014-11-19,0.0
CA-2014-158274,RM-19675,TEC-PH-10004896,5,149.95,41.986,0.0,2014-11-19,0.0
CA-2014-158274,RM-19675,TEC-AC-10002345,2,29.0,7.25,0.0,2014-11-19,0.0
CA-2014-158274,RM-19675,TEC-AC-10002345,2,29.0,7.25,0.0,2014-11-19,0.0
CA-2016-105018,SK-19990,OFF-BI-10001890,2,7.16,3.4368,0.0,2016-11-28,0.0
CA-2016-105018,SK-19990,OFF-BI-10001890,2,7.16,3.4368,0.0,2016-11-28,0.0
CA-2016-105018,SK-19990,OFF-BI-10001890,2,7.16,3.4368,0.0,2016-11-28,0.0
CA-2014-123260,FM-14290,TEC-AC-10002323,8,176.8,22.984,0.0,2014-08-26,0.0
CA-2016-157000,AM-10360,OFF-ST-10001328,3,37.224,3.7224,0.2,2016-07-16,0.0
CA-2016-157000,AM-10360,OFF-PA-10001950,3,20.016,6.255,0.2,2016-07-16,0.0
CA-2015-102281,MP-17470,FUR-BO-10002613,4,899.136,112.392,0.2,2015-10-12,0.0
CA-2015-102281,MP-17470,TEC-PH-10001552,6,71.76,20.0928,0.0,2015-10-12,0.0
CA-2015-102281,MP-17470,OFF-PA-10000061,8,51.84,24.8832,0.0,2015-10-12,0.0
CA-2015-102281,MP-17470,FUR-BO-10002545,3,626.352,46.9764,0.2,2015-10-12,0.0
